,type_of_property,subtype_of_property,bedrooms,bathrooms,region,province,postal_code,floor,living_area,state_of_property,year_of_construction,facade_count,heating,kitchen,epc_score,price,garden,terrace,neighborhood_type,fireplace,rooms,furnished,pools,age_of_property
8316,HOUSE,HOUSE,2,1.0,Flandres,Flandre Occidentale,8800,,93.0,GOOD,,,GAS,unknown,B,138000,,,unknown,False,3.0,False,False,
8317,HOUSE,VILLA,6,1.0,Wallonie,Hainaut,6032,,210.0,AS_NEW,1953.0,4.0,FUELOIL,INSTALLED,D,495000,1933.0,40.0,unknown,False,,False,True,70.0
8318,HOUSE,HOUSE,3,1.0,Flandres,Flandre Orientale,9111,,152.0,unknown,1968.0,,GAS,SEMI_EQUIPPED,F,365000,,,unknown,True,,False,False,55.0
8319,HOUSE,HOUSE,5,,Wallonie,Hainaut,7850,,247.0,GOOD,,3.0,PELLET,USA_INSTALLED,E,375000,1.0,,unknown,True,14.0,False,False,
8320,HOUSE,HOUSE,2,1.0,Flandres,Flandre Orientale,9100,,88.0,GOOD,,,GAS,SEMI_EQUIPPED,B,229000,,,unknown,True,,False,False,
8321,HOUSE,VILLA,3,1.0,Wallonie,Hainaut,7500,,,AS_NEW,,3.0,GAS,INSTALLED,C,360000,,,unknown,False,,False,True,
8322,HOUSE,HOUSE,4,4.0,Bruxelles,Bruxelles,1070,,240.0,GOOD,1970.0,2.0,GAS,NOT_INSTALLED,unknown,385000,,,RESIDENTIAL,False,,False,False,53.0
8323,HOUSE,HOUSE,4,1.0,Flandres,Flandre Orientale,9200,,165.0,JUST_RENOVATED,,,GAS,unknown,B,385000,85.0,20.0,unknown,False,5.0,False,False,
8324,HOUSE,HOUSE,4,1.0,Wallonie,Brabant Wallon,1367,,200.0,TO_BE_DONE_UP,,4.0,PELLET,USA_INSTALLED,F,330000,1000.0,1.0,COUNTRY,False,,False,False,
8325,HOUSE,HOUSE,3,,Flandres,Flandre Orientale,9990,,,TO_RENOVATE,1935.0,,unknown,unknown,F,195000,,,unknown,False,,False,False,88.0
8326,HOUSE,HOUSE,1,1.0,Flandres,Flandre Occidentale,8560,,90.0,GOOD,1935.0,4.0,unknown,unknown,E,119000,,,FITTED_OUT,False,4.0,False,False,88.0
8327,HOUSE,HOUSE,3,1.0,Flandres,Anvers,2590,,199.0,GOOD,1998.0,2.0,GAS,INSTALLED,B,415000,,,RESIDENTIAL,False,,False,True,25.0
8328,HOUSE,HOUSE,5,1.0,Bruxelles,Bruxelles,1160,,220.0,GOOD,1918.0,2.0,FUELOIL,INSTALLED,G,575000,70.0,10.0,unknown,False,,False,False,105.0
8329,HOUSE,HOUSE,0,,Flandres,Limbourg,3630,,333.0,TO_BE_DONE_UP,1930.0,2.0,GAS,unknown,E,515000,,,FITTED_OUT,False,1.0,False,False,93.0
8330,HOUSE,APARTMENT_BLOCK,4,4.0,Bruxelles,Bruxelles,1070,,240.0,GOOD,1970.0,2.0,GAS,NOT_INSTALLED,unknown,385000,,,RESIDENTIAL,False,,False,False,53.0
8331,HOUSE,BUNGALOW,2,1.0,Flandres,Flandre Orientale,9930,,147.0,TO_RENOVATE,1964.0,4.0,FUELOIL,INSTALLED,F,246000,553.0,,RESIDENTIAL,False,,False,False,59.0
8332,HOUSE,HOUSE,3,1.0,Flandres,Limbourg,3770,,,TO_RENOVATE,1930.0,3.0,unknown,unknown,F,110000,,,unknown,False,,False,False,93.0
8333,HOUSE,HOUSE,3,1.0,Wallonie,Liège,4624,,,TO_RENOVATE,1900.0,2.0,GAS,INSTALLED,F,176000,,,unknown,False,,False,False,123.0
